horizon,pm25_pred,no2_pred,pm25_index,no2_index,aqi
1,5.710645650971676,0.5124398893389741,23.794356879048653,0.4834338578669567,23.794356879048653
3,5.553962128469357,0.5936774928445222,23.141508868622324,0.5600731064570964,23.141508868622324
