horizon,pm25_pred,no2_pred,randwick_wsp_1h_average_m_s_pred,rozelle_wsp_1h_average_m_s_pred,liverpool_wsp_1h_average_m_s_pred,bringelly_wsp_1h_average_m_s_pred,earlwood_wsp_1h_average_m_s_pred,richmond_wsp_1h_average_m_s_pred,st_marys_wsp_1h_average_m_s_pred,parramatta_north_wsp_1h_average_m_s_pred,oakdale_wsp_1h_average_m_s_pred,prospect_wsp_1h_average_m_s_pred,campbelltown_west_wsp_1h_average_m_s_pred,camden_wsp_1h_average_m_s_pred,macquarie_park_wsp_1h_average_m_s_pred,rouse_hill_wsp_1h_average_m_s_pred,lidcombe_wsp_1h_average_m_s_pred,penrith_wsp_1h_average_m_s_pred,randwick_temp_1h_average_c_pred,rozelle_temp_1h_average_c_pred,liverpool_temp_1h_average_c_pred,bringelly_temp_1h_average_c_pred,earlwood_temp_1h_average_c_pred,richmond_temp_1h_average_c_pred,bargo_temp_1h_average_c_pred,st_marys_temp_1h_average_c_pred,parramatta_north_temp_1h_average_c_pred,oakdale_temp_1h_average_c_pred,prospect_temp_1h_average_c_pred,campbelltown_west_temp_1h_average_c_pred,camden_temp_1h_average_c_pred,macquarie_park_temp_1h_average_c_pred,rouse_hill_temp_1h_average_c_pred,lidcombe_temp_1h_average_c_pred,penrith_temp_1h_average_c_pred,sydney_wsp_1h_average_m_s_pred,sydney_temp_1h_average_c_pred,pm25_index,no2_index,aqi
1,5.710645650971676,0.5124398893389741,2.6918110066020198,1.6712322528632864,1.2477708125577616,0.4873360116535755,0.7290653488911624,1.0452191003322104,1.1689299954144126,0.5187783189337903,0.6912846073631889,1.4031607875532865,1.50892996666545,0.9196054920298494,0.8568867245846794,0.7133567507937761,1.2732816289978597,0.8285745586701051,19.239973542052258,19.15219804639803,18.731888717540293,17.555241554468285,19.28290598430944,18.486510909553584,15.480429315103839,18.29267541392068,18.7502481339414,15.85403209232295,18.741562330724832,17.865056319731387,18.041511764797715,18.242882982619832,18.43786899299275,18.544198804158803,18.871120022241385,1.0757881214329679,18.201961864147375,23.794356879048653,0.4834338578669567,23.794356879048653
3,5.553962128469357,0.5936774928445222,1.8664746849911005,1.168422300114444,1.0708635680318674,0.3979497276865369,0.754182005305717,0.884205236289955,0.8457349916847451,0.4131327841175469,0.7519132627857463,1.1843356846467883,1.4774731418187286,0.6309124428771387,0.6881540745128205,0.6867931281263737,1.066726989995097,0.58080894637076,18.813939607886844,18.593164874796216,18.078829496902184,16.691647274008023,18.59817007043505,17.595997178723906,15.03750618270064,17.309182057777697,17.93722016986895,14.341623256919162,17.871670667696453,17.010311049516936,17.238522744721227,17.498904245627966,17.777239553351052,18.119287722133542,18.074916140466314,0.9415311029688366,17.44606561842262,23.141508868622324,0.5600731064570964,23.141508868622324
