pollutant,horizon,rf_rmse,xgb_rmse,rf_mae,xgb_mae
pm25,1,1.8815674081875065,1.9628413569304928,1.1107440235922676,1.0816947155231498
pm25,3,2.5861147623317624,2.582295141142433,1.5281031843356527,1.4911028053894546
no2,1,0.13248306620844982,0.11565786909624654,0.09928039751092978,0.0861193661791164
no2,3,0.20749426272147006,0.19128248988643626,0.15479869625501894,0.14242043502036078
